時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
20~21,8.81,48.93,5.09,27.03,0.35,0.12,11.84,2.50,1.67,79.12,3.56,21.62,53.94,1.04,1.64,0.16,15.51,18.81,37.90,2.71,3.04,2.06,4.39,0.84,126.32,2.91,56.11,46.87,2024-02-14 20:00:00
21~22,8.12,48.13,5.27,26.37,0.35,0.13,11.30,2.17,1.68,78.17,3.60,20.53,54.04,1.01,1.48,0.17,15.25,18.74,17.97,2.82,3.02,1.78,4.38,0.86,123.73,2.84,54.78,45.76,2024-02-14 21:00:00
22~23,7.82,47.43,5.05,25.75,0.35,0.12,7.68,2.04,1.67,76.80,3.75,19.87,53.18,1.15,1.49,0.17,16.17,25.02,19.63,2.81,3.03,1.97,4.37,0.68,124.59,3.04,55.88,45.74,2024-02-14 22:00:00
23~24,8.62,47.64,4.96,25.35,0.35,0.13,6.96,2.38,1.66,75.18,3.50,19.75,51.93,1.10,1.47,0.17,16.65,18.54,24.07,2.75,2.96,1.78,4.38,1.13,124.19,2.65,54.50,47.01,2024-02-14 23:00:00
0~1,12.06,47.21,5.07,25.34,0.36,0.13,7.09,2.51,1.69,74.87,2.82,19.83,52.22,0.90,1.47,0.16,17.07,17.17,52.89,2.72,2.96,1.76,4.37,0.91,124.50,2.97,54.89,46.30,2024-02-15 00:00:00
1~2,9.94,46.91,5.14,25.41,0.35,0.13,6.91,2.46,1.65,74.76,2.77,19.46,52.53,0.95,1.36,0.17,15.75,15.88,26.01,2.75,3.03,1.65,4.38,1.27,122.76,2.62,54.68,45.38,2024-02-15 01:00:00
2~3,8.75,46.03,5.12,24.63,0.35,0.14,7.65,2.45,1.66,74.34,2.79,19.58,51.97,0.94,1.32,0.17,15.92,15.65,17.86,2.75,3.10,1.75,4.38,1.20,123.80,2.91,54.86,45.56,2024-02-15 02:00:00
3~4,6.38,46.34,5.18,25.12,0.36,0.14,7.14,2.42,1.69,74.72,2.96,19.33,52.43,0.93,1.21,0.17,14.58,14.41,24.71,2.72,3.02,1.75,4.38,0.98,123.50,2.72,54.79,45.63,2024-02-15 03:00:00
4~5,5.68,46.01,5.34,24.56,0.35,0.12,7.13,2.46,1.68,75.21,2.79,19.77,52.65,0.98,1.30,0.16,14.01,14.00,48.10,2.78,3.03,1.75,4.39,0.64,123.65,2.97,54.50,45.56,2024-02-15 04:00:00
5~6,5.75,46.49,5.37,25.06,0.36,0.02,7.80,2.52,1.64,75.16,2.78,20.03,52.35,0.97,1.26,0.17,13.88,14.31,33.60,2.81,3.22,1.81,4.38,0.91,123.17,2.68,54.52,45.87,2024-02-15 05:00:00
6~7,4.82,46.12,5.05,24.58,0.27,0.05,7.52,2.01,1.34,75.55,2.68,19.46,53.41,1.53,1.20,0.17,14.34,13.54,14.78,2.81,4.03,1.88,2.29,1.00,124.84,3.00,54.34,47.07,2024-02-15 06:00:00
7~8,4.56,45.92,5.31,24.65,0.09,0.03,9.27,1.85,0.66,76.45,2.72,19.51,54.22,0.94,1.22,0.17,11.56,12.12,13.89,2.78,4.03,2.00,0.00,1.40,125.34,3.23,54.67,47.37,2024-02-15 07:00:00
8~9,4.50,47.31,6.28,26.95,0.09,0.02,11.25,1.60,1.64,77.08,2.82,19.66,54.60,0.91,1.48,0.00,11.24,11.88,46.17,2.82,3.65,2.03,0.00,1.89,129.48,3.06,55.54,48.81,2024-02-15 08:00:00
9~10,3.94,51.84,8.47,28.19,0.09,0.07,14.77,1.66,1.66,82.04,3.53,22.21,56.30,0.87,1.87,0.00,11.55,12.09,17.01,2.90,3.71,2.87,0.00,1.38,137.12,3.15,60.28,48.75,2024-02-15 09:00:00
10~11,5.37,56.72,8.98,30.52,0.09,0.09,15.74,2.92,1.67,84.41,3.69,22.03,58.69,0.88,2.18,0.00,13.43,12.81,19.00,3.00,4.33,2.81,0.00,1.46,143.05,3.23,63.26,50.76,2024-02-15 10:00:00
11~12,7.50,60.37,9.21,31.90,0.10,0.11,18.69,2.75,1.62,93.02,3.56,22.13,67.33,0.90,2.19,0.00,12.88,11.74,33.52,2.22,4.35,3.38,0.00,0.75,146.29,3.25,66.48,50.94,2024-02-15 11:00:00
12~13,5.63,61.45,9.16,34.05,0.09,0.08,17.77,2.63,1.67,91.71,2.90,24.06,64.75,0.83,2.29,0.00,14.85,13.10,33.84,2.25,4.28,3.59,0.00,1.09,146.97,3.27,67.38,52.31,2024-02-15 12:00:00
13~14,5.68,61.84,8.30,34.16,0.09,0.10,17.69,2.78,1.63,93.62,4.03,25.12,64.47,0.81,2.07,0.00,13.72,16.03,19.60,2.31,4.42,4.10,0.00,1.20,149.07,3.32,66.71,55.68,2024-02-15 13:00:00
14~15,5.75,65.03,8.64,37.49,0.09,0.09,17.57,2.96,1.65,99.45,3.82,24.22,71.41,1.02,2.77,0.00,14.47,13.53,22.61,2.41,4.39,4.00,0.00,0.88,149.05,3.84,67.39,54.13,2024-02-15 14:00:00
15~16,6.13,62.12,8.79,34.56,0.09,0.08,17.40,2.73,1.66,96.27,4.12,25.61,66.54,1.06,2.47,0.00,19.22,12.90,40.95,2.44,4.41,3.38,0.00,1.90,149.02,3.59,65.49,56.56,2024-02-15 15:00:00
16~17,6.25,61.34,7.74,33.46,0.08,0.09,21.66,2.74,1.75,96.66,3.94,23.91,68.81,1.25,2.44,0.05,14.31,12.88,32.60,2.47,4.10,2.65,0.15,0.83,146.85,3.00,64.87,55.82,2024-02-15 16:00:00
17~18,5.37,60.29,7.79,32.09,0.26,0.10,25.09,2.66,2.07,96.32,4.00,24.90,67.42,1.04,2.37,0.17,16.56,16.19,18.09,2.50,3.78,2.69,4.22,0.92,147.40,3.01,66.27,55.86,2024-02-15 17:00:00
18~19,6.88,56.27,7.41,32.04,0.35,0.12,20.17,2.83,1.70,93.20,4.34,24.23,64.63,1.22,1.95,0.17,18.32,16.56,21.16,2.40,3.34,2.18,4.43,0.89,144.73,3.34,62.83,57.45,2024-02-15 18:00:00
19~20,6.75,53.54,7.21,30.58,0.35,0.13,19.07,2.72,1.66,88.88,4.35,22.89,61.64,1.11,1.53,0.16,19.52,18.79,49.74,2.38,3.10,2.32,4.41,0.86,140.92,2.85,60.57,56.87,2024-02-15 19:00:00
20~21,7.75,53.18,6.57,28.83,0.36,0.12,13.87,2.91,1.67,82.87,3.18,21.46,58.23,1.06,1.51,0.17,19.59,19.60,88.14,2.28,2.97,2.84,4.40,0.88,136.99,2.90,58.09,55.00,2024-02-15 20:00:00
21~22,10.56,52.07,5.69,27.10,0.35,0.13,12.41,2.46,1.66,79.98,2.85,21.09,56.04,1.34,1.78,0.16,22.39,27.85,99.81,2.31,2.91,2.65,4.41,0.90,135.13,2.93,57.51,53.94,2024-02-15 21:00:00
22~23,10.50,51.62,5.62,26.55,0.35,0.12,8.03,2.28,1.70,76.39,2.90,20.08,53.41,1.08,1.63,0.17,26.35,21.91,37.83,2.31,3.02,1.95,4.39,0.76,133.99,3.16,57.04,53.31,2024-02-15 22:00:00
23~24,11.13,51.26,5.48,25.76,0.36,0.13,7.36,2.27,1.66,76.12,2.98,19.44,53.70,1.12,1.77,0.16,25.43,19.75,31.38,2.29,3.02,1.93,4.39,1.56,131.69,2.60,56.11,52.18,2024-02-15 23:00:00
0~1,11.12,50.12,5.78,25.13,0.36,0.12,7.35,2.12,1.66,75.98,2.87,19.83,53.28,1.08,1.74,0.16,23.27,22.23,27.20,2.28,2.97,1.82,4.39,0.84,131.85,3.03,56.29,52.19,2024-02-16 00:00:00
1~2,7.81,49.31,5.70,25.45,0.35,0.13,7.30,2.60,1.69,74.26,2.81,19.08,52.37,1.06,1.65,0.17,20.84,19.91,44.12,2.31,2.96,1.96,4.39,0.80,131.14,2.62,55.95,52.13,2024-02-16 01:00:00
2~3,6.69,49.16,5.80,25.22,0.35,0.13,7.84,2.51,1.67,75.48,2.88,19.51,53.09,1.06,1.70,0.16,16.40,14.91,39.72,2.28,3.03,2.32,4.38,0.92,131.10,2.97,56.16,51.63,2024-02-16 02:00:00
3~4,6.25,49.03,5.59,25.86,0.36,0.08,7.74,2.45,1.68,73.86,2.78,19.19,51.89,1.08,1.68,0.17,14.53,14.53,18.90,2.28,3.04,1.77,4.39,1.29,130.77,2.69,56.04,51.50,2024-02-16 03:00:00
4~5,5.38,49.00,5.69,24.81,0.35,0.03,9.37,2.47,1.66,75.07,2.75,19.84,52.48,1.06,1.52,0.16,14.04,14.66,21.35,2.22,2.96,1.92,4.40,0.73,130.53,2.93,55.32,51.62,2024-02-16 04:00:00
5~6,5.18,48.60,5.74,24.55,0.36,0.02,9.54,2.18,1.65,74.81,2.74,19.64,52.43,1.03,1.45,0.16,14.09,13.72,47.86,2.38,3.34,1.77,4.40,0.94,130.80,2.66,55.89,51.81,2024-02-16 05:00:00
6~7,6.38,49.02,5.69,25.10,0.28,0.02,8.33,1.57,1.35,76.16,2.70,19.40,54.06,0.90,1.51,0.17,12.22,12.77,36.91,2.37,4.41,2.01,2.39,2.40,132.83,3.18,55.59,52.82,2024-02-16 06:00:00
7~8,4.94,49.01,6.01,25.74,0.09,0.02,11.62,1.38,0.66,76.13,2.78,20.20,53.15,1.20,1.47,0.16,10.83,11.99,14.73,2.28,4.27,2.21,0.05,2.01,134.57,3.54,56.64,53.25,2024-02-16 07:00:00
8~9,6.50,50.28,7.35,32.85,0.09,0.07,20.53,1.72,1.67,78.78,3.00,21.32,54.46,1.04,1.50,0.17,11.89,12.79,27.90,2.25,4.40,3.26,0.00,3.43,138.84,8.63,55.83,53.43,2024-02-16 08:00:00
9~10,6.43,56.28,8.17,39.41,0.09,0.08,23.88,2.16,1.66,88.98,3.91,23.12,61.95,0.94,1.76,0.00,13.83,13.55,48.78,2.44,4.33,4.12,0.00,1.41,145.34,8.24,60.18,54.50,2024-02-16 09:00:00
10~11,9.25,60.21,8.58,37.43,0.09,0.09,25.70,2.20,1.67,92.32,4.90,25.40,62.02,0.98,2.11,0.00,16.66,14.53,19.38,2.44,4.41,5.28,0.00,2.21,148.72,7.97,62.54,55.88,2024-02-16 10:00:00
11~12,9.57,63.07,8.16,39.85,0.09,0.07,30.12,2.35,1.86,99.59,6.91,26.16,66.52,0.90,2.16,0.00,15.70,16.11,21.31,2.59,4.02,5.00,0.00,1.92,155.90,8.72,66.30,58.37,2024-02-16 11:00:00
12~13,5.93,61.24,8.33,38.68,0.09,0.09,27.32,2.71,1.91,100.29,7.40,26.12,66.77,0.90,2.19,0.00,17.50,20.88,41.81,2.47,3.90,4.12,0.00,2.23,151.23,8.15,63.05,58.12,2024-02-16 12:00:00
13~14,9.44,61.57,8.15,37.37,0.09,0.08,28.07,3.03,1.67,99.68,8.13,26.84,64.71,0.85,2.21,0.00,19.07,19.74,43.40,2.66,3.85,4.50,0.00,2.51,151.90,6.82,64.35,58.45,2024-02-16 13:00:00
14~15,13.50,61.00,8.08,39.23,0.09,0.08,33.88,3.02,1.65,109.23,9.87,28.22,71.14,1.06,2.22,0.00,18.00,14.88,23.22,2.68,4.39,4.66,0.00,1.60,154.08,8.47,64.43,59.31,2024-02-16 14:00:00
15~16,8.13,62.35,9.45,39.53,0.09,0.10,31.06,3.00,1.64,105.51,10.10,27.20,68.21,1.06,2.31,0.04,22.69,16.80,42.09,2.69,4.71,4.81,0.00,5.69,155.74,8.44,66.48,58.00,2024-02-16 15:00:00
16~17,8.18,61.52,8.34,39.92,0.09,0.07,30.48,2.87,1.75,102.56,8.62,28.44,65.50,0.89,2.18,0.16,26.39,24.62,55.78,2.66,4.10,4.01,0.17,3.20,151.98,7.18,65.54,56.31,2024-02-16 16:00:00
17~18,8.25,59.82,7.83,35.33,0.25,0.10,30.71,2.82,2.09,98.54,7.15,26.34,65.05,1.04,2.11,0.17,23.98,19.68,30.92,2.68,3.90,3.40,4.27,1.15,144.13,4.79,61.78,55.94,2024-02-16 17:00:00
18~19,9.00,57.50,6.56,30.59,0.36,0.13,28.29,3.15,1.65,93.63,6.82,23.24,63.57,1.04,1.63,0.16,26.95,18.62,27.58,2.57,3.65,3.22,4.46,1.13,141.00,3.56,59.68,57.37,2024-02-16 18:00:00
19~20,8.75,54.25,7.04,28.16,0.35,0.13,25.95,3.33,1.66,91.25,6.40,23.05,61.80,1.14,1.37,0.17,22.39,21.48,51.62,2.43,3.34,3.31,4.43,1.26,137.14,3.13,56.33,57.07,2024-02-16 19:00:00
20~21,9.19,51.84,5.37,27.30,0.36,0.13,17.71,3.41,1.66,87.25,6.04,22.46,58.75,1.38,1.38,0.16,22.89,29.48,96.87,2.38,3.09,3.50,4.42,1.31,136.77,3.09,56.70,57.31,2024-02-16 20:00:00
21~22,10.75,51.57,5.87,27.02,0.35,0.13,15.83,3.20,1.66,85.35,5.09,22.65,57.61,1.17,1.36,0.17,28.83,29.86,110.15,2.41,3.04,3.13,4.40,0.92,137.16,3.02,55.86,57.68,2024-02-16 21:00:00
22~23,12.63,50.18,5.39,26.59,0.36,0.14,11.56,2.48,1.63,82.63,4.59,21.26,56.78,1.13,1.33,0.16,28.78,29.54,51.31,2.37,3.08,3.06,4.39,1.08,137.29,3.82,56.12,57.38,2024-02-16 22:00:00
23~24,11.93,49.76,5.21,25.47,0.35,0.12,10.33,2.26,1.67,80.20,5.16,20.74,54.30,0.98,1.28,0.17,31.44,28.99,36.58,2.44,3.02,3.44,4.39,1.02,135.33,2.78,56.04,56.38,2024-02-16 23:00:00
0~1,8.00,48.65,5.19,24.87,0.35,0.12,9.96,2.04,1.63,76.38,2.47,20.03,53.88,1.05,1.44,0.17,32.97,24.72,91.54,2.40,3.04,3.09,4.39,0.79,136.38,3.03,55.61,57.24,2024-02-17 00:00:00
1~2,8.13,48.40,5.25,25.18,0.35,0.13,9.93,2.10,1.64,75.22,2.40,19.56,53.26,0.93,1.36,0.16,24.48,24.95,104.96,2.44,3.02,3.00,4.39,1.19,135.90,2.73,56.16,56.75,2024-02-17 01:00:00
2~3,7.44,48.31,5.35,25.04,0.36,0.13,10.68,2.38,1.66,75.83,2.44,20.07,53.32,0.94,1.44,0.17,18.24,17.02,44.27,2.41,2.97,2.81,4.38,0.78,136.47,3.06,56.40,57.07,2024-02-17 02:00:00
3~4,6.37,49.16,5.17,25.06,0.35,0.07,10.74,2.26,1.63,76.08,2.28,20.35,53.45,1.25,1.37,0.17,16.95,14.98,21.13,2.40,3.03,3.07,4.38,1.62,136.08,2.71,55.93,56.81,2024-02-17 03:00:00
4~5,6.44,48.63,5.27,24.94,0.35,0.02,12.34,2.32,1.63,74.93,2.28,20.00,52.65,0.95,1.44,0.17,15.77,14.54,17.08,2.41,2.96,2.96,4.38,0.80,137.00,3.07,57.00,56.43,2024-02-17 04:00:00
5~6,8.94,49.03,5.45,24.95,0.35,0.02,12.44,2.28,1.61,75.50,2.26,20.03,53.21,0.97,1.36,0.16,15.45,15.11,38.65,2.50,3.03,3.13,4.38,1.30,135.16,2.74,55.99,56.14,2024-02-17 05:00:00
6~7,5.12,48.25,5.54,25.38,0.27,0.02,11.15,1.79,1.32,76.50,2.24,20.09,54.17,0.90,1.33,0.17,14.58,13.11,37.51,2.44,4.09,2.81,2.37,1.59,136.73,3.23,55.73,56.75,2024-02-17 06:00:00
7~8,4.75,48.71,5.56,27.52,0.09,0.08,14.44,1.74,0.65,77.33,2.17,20.47,54.69,1.04,1.30,0.12,12.76,12.74,16.33,2.44,4.09,2.79,0.04,2.23,138.20,3.37,56.78,57.06,2024-02-17 07:00:00
8~9,5.88,49.88,6.15,34.18,0.09,0.10,21.19,1.91,1.63,81.35,2.62,21.76,56.97,0.98,1.45,0.00,12.76,13.12,16.92,2.46,3.84,3.71,0.00,1.93,142.75,6.25,56.57,59.12,2024-02-17 08:00:00
9~10,7.18,53.75,6.55,35.91,0.09,0.10,24.96,2.35,1.64,83.82,3.28,22.51,58.03,1.32,2.30,0.00,14.10,14.47,35.56,2.54,4.16,5.78,0.00,2.36,146.07,6.28,59.08,58.50,2024-02-17 09:00:00
10~11,5.75,54.04,6.53,39.35,0.09,0.10,30.43,2.48,1.60,85.84,3.21,23.06,59.57,0.95,2.27,0.00,16.92,15.20,47.01,2.59,4.39,5.88,0.00,2.29,147.77,5.38,60.57,59.94,2024-02-17 10:00:00
11~12,9.94,56.12,7.49,42.37,0.09,0.10,28.77,2.63,1.62,93.97,3.41,25.34,65.22,1.04,2.47,0.00,18.48,19.08,29.73,2.69,4.46,6.56,0.00,2.08,151.09,6.52,60.93,60.81,2024-02-17 11:00:00
12~13,7.38,57.40,7.28,39.38,0.09,0.11,26.92,2.43,1.64,94.65,3.72,25.76,65.17,1.12,2.52,0.00,22.80,17.95,31.68,2.59,4.29,6.44,0.00,1.41,150.50,5.57,62.52,60.12,2024-02-17 12:00:00
13~14,6.31,56.76,7.32,39.07,0.09,0.10,27.32,2.55,1.60,96.68,6.06,26.00,64.62,1.27,2.42,0.00,18.85,17.22,26.55,2.56,4.08,6.15,0.00,5.96,153.08,6.28,64.43,61.13,2024-02-17 13:00:00
14~15,7.69,57.59,7.19,39.81,0.09,0.10,28.35,3.15,1.79,96.75,7.44,26.50,62.81,1.03,2.42,0.00,19.09,26.46,61.49,2.60,4.47,5.73,0.00,2.11,156.71,8.16,64.93,62.12,2024-02-17 14:00:00
15~16,8.50,56.75,7.86,40.12,0.09,0.10,36.06,3.32,1.64,99.38,8.06,27.34,63.98,1.19,2.50,0.00,18.20,27.75,39.10,2.50,4.71,5.24,0.00,5.65,156.79,9.02,63.38,61.82,2024-02-17 15:00:00
16~17,11.12,57.78,7.22,38.70,0.09,0.07,30.20,3.98,1.72,97.42,7.48,25.97,63.97,0.98,2.70,0.00,23.52,30.11,30.25,2.62,3.97,4.50,0.18,2.77,155.68,8.95,63.90,59.93,2024-02-17 16:00:00
17~18,8.50,56.41,6.75,35.34,0.24,0.10,23.55,3.58,2.06,97.64,7.21,25.12,65.31,1.01,2.73,0.14,27.32,25.69,42.82,2.63,3.66,4.00,4.20,1.41,143.66,4.30,59.62,58.32,2024-02-17 17:00:00
18~19,8.13,53.53,5.33,30.97,0.36,0.12,17.73,3.42,1.65,96.35,7.82,25.32,63.21,1.05,2.55,0.17,24.56,28.49,57.78,2.47,3.46,3.56,4.44,1.26,143.18,3.41,60.47,58.62,2024-02-17 18:00:00
19~20,9.18,52.06,5.76,29.24,0.35,0.12,16.75,3.82,1.66,91.60,7.18,24.77,59.65,1.11,1.91,0.16,22.20,31.55,32.61,2.34,3.34,3.44,4.41,1.00,140.65,2.63,59.00,58.44,2024-02-17 19:00:00
20~21,10.19,49.56,5.41,28.41,0.35,0.13,16.37,4.19,1.62,88.58,7.28,23.48,57.82,1.51,1.56,0.17,37.45,31.12,47.78,2.34,2.91,3.01,4.41,0.95,140.60,2.84,58.97,58.94,2024-02-17 20:00:00
21~22,13.19,48.82,5.52,28.35,0.35,0.12,15.92,4.24,1.67,89.51,7.60,23.66,58.25,1.08,1.63,0.17,31.13,32.49,123.05,2.28,3.02,2.87,4.38,0.78,137.91,3.51,55.88,57.68,2024-02-17 21:00:00
22~23,17.50,48.15,5.33,27.65,0.35,0.13,11.81,3.50,1.63,84.58,6.81,20.87,56.90,1.04,1.66,0.17,31.14,33.73,100.57,2.44,3.04,3.19,4.38,1.30,138.09,2.75,56.32,58.63,2024-02-17 22:00:00
23~24,12.81,48.13,5.46,27.24,0.35,0.12,10.55,3.54,1.64,81.79,6.15,20.41,55.23,1.00,1.58,0.16,34.38,37.00,59.13,2.38,3.08,2.77,4.37,0.83,136.77,3.06,55.75,57.13,2024-02-17 23:00:00
0~1,12.94,46.96,5.18,26.47,0.36,0.14,10.54,3.31,1.63,76.77,3.48,19.50,53.79,0.98,1.49,0.17,31.40,40.23,118.57,2.34,3.03,2.85,4.37,1.03,134.79,2.65,56.27,55.25,2024-02-18 00:00:00
1~2,9.62,46.54,5.54,26.12,0.35,0.14,9.95,3.20,1.67,77.80,3.40,19.52,54.88,1.03,1.58,0.17,22.59,33.22,83.78,2.34,3.03,2.41,4.38,1.64,133.53,3.03,55.67,54.37,2024-02-18 01:00:00
2~3,6.69,46.53,5.56,25.53,0.35,0.14,10.50,3.03,1.63,77.02,2.69,19.47,54.86,1.02,1.44,0.16,18.26,23.36,27.29,2.35,3.03,3.09,4.39,0.89,134.11,2.66,56.50,54.57,2024-02-18 02:00:00
3~4,6.69,46.85,5.50,25.72,0.35,0.15,10.89,3.05,1.66,76.05,2.78,18.81,54.46,0.99,1.51,0.17,15.41,21.72,19.34,2.37,3.03,3.16,4.37,1.02,132.71,3.00,55.05,53.74,2024-02-18 03:00:00
4~5,7.62,46.34,5.45,25.22,0.36,0.15,12.34,3.22,1.63,75.65,2.63,19.28,53.74,1.02,1.41,0.17,14.34,15.91,32.10,2.35,3.03,2.93,4.39,0.81,133.67,2.75,56.09,54.00,2024-02-18 04:00:00
5~6,6.00,47.37,5.46,25.27,0.35,0.13,12.40,2.98,1.62,75.97,2.74,19.35,53.88,0.96,1.56,0.17,14.59,15.41,41.56,2.34,3.11,2.72,4.38,1.27,132.58,3.06,55.41,53.50,2024-02-18 05:00:00
6~7,5.25,46.31,5.35,25.23,0.27,0.03,11.14,2.58,1.34,77.55,2.69,19.92,54.94,0.93,1.36,0.16,12.71,13.41,16.06,2.41,3.91,3.19,2.21,0.83,132.57,2.78,55.22,53.94,2024-02-18 06:00:00
7~8,5.32,47.16,5.47,25.02,0.09,0.09,15.84,2.47,0.88,76.96,2.50,19.50,54.96,1.26,1.39,0.17,13.89,12.48,17.78,2.34,3.72,3.25,0.00,1.00,134.58,3.31,56.30,54.19,2024-02-18 07:00:00
8~9,5.25,46.93,5.23,25.99,0.09,0.07,38.13,2.53,1.63,79.78,2.69,19.91,57.18,0.99,1.52,0.04,12.70,14.12,40.60,2.25,3.46,3.22,0.00,1.55,134.88,3.32,56.14,54.87,2024-02-18 08:00:00
9~10,5.75,48.16,6.39,26.68,0.09,0.09,45.16,2.27,1.60,81.56,2.46,19.25,59.85,0.90,1.66,0.00,16.57,16.36,43.90,2.28,3.77,4.37,0.00,0.93,138.20,2.72,59.62,55.07,2024-02-18 09:00:00
10~11,8.06,48.60,6.81,27.34,0.09,0.06,50.38,2.06,1.64,92.74,5.45,20.92,66.37,0.92,1.61,0.00,16.24,21.14,24.36,2.28,3.84,5.07,0.00,0.96,141.13,3.37,60.40,55.99,2024-02-18 10:00:00
11~12,12.44,49.72,6.91,29.50,0.09,0.06,54.59,1.97,1.63,95.28,7.53,21.33,66.42,1.18,1.87,0.00,23.57,22.18,30.67,2.28,4.04,5.22,0.00,0.76,144.22,3.41,61.21,57.63,2024-02-18 11:00:00
12~13,9.43,52.28,7.22,30.88,0.09,0.10,45.10,1.65,1.64,91.55,6.96,21.72,62.87,0.80,1.92,0.00,26.32,18.81,47.63,2.25,4.03,4.56,0.00,1.24,146.07,2.93,61.72,58.88,2024-02-18 12:00:00
13~14,9.94,54.25,7.28,31.90,0.09,0.10,31.23,1.59,1.63,93.62,5.94,22.87,64.81,0.89,2.03,0.00,28.91,27.35,45.19,2.22,4.09,6.28,0.00,0.82,147.42,2.79,61.74,60.24,2024-02-18 13:00:00
14~15,11.69,53.65,7.10,32.04,0.10,0.07,29.66,1.99,1.66,96.50,6.88,25.62,64.00,1.15,2.04,0.00,32.53,32.40,31.09,2.28,4.10,6.34,0.00,0.85,149.68,3.25,61.42,62.50,2024-02-18 14:00:00
15~16,10.56,53.91,6.83,33.43,0.09,0.09,30.52,2.45,1.66,94.30,6.75,23.88,63.67,1.25,1.96,0.00,33.69,42.06,40.59,2.25,4.16,5.69,0.00,0.92,150.81,3.03,61.47,63.88,2024-02-18 15:00:00
16~17,9.56,54.28,6.44,32.74,0.09,0.08,30.35,2.31,1.78,96.63,7.16,26.49,62.98,1.08,1.96,0.03,32.50,34.92,57.85,2.32,4.09,3.72,0.18,1.53,150.01,3.25,61.19,63.12,2024-02-18 16:00:00
17~18,13.50,52.16,5.69,30.90,0.24,0.10,25.21,2.60,2.09,94.37,7.00,26.48,60.89,0.91,1.89,0.17,36.56,29.91,44.86,2.31,4.02,3.62,4.18,1.06,149.13,3.03,60.35,63.38,2024-02-18 17:00:00
18~19,11.44,50.18,5.38,29.84,0.35,0.13,16.04,2.49,1.70,90.27,6.62,23.96,59.69,1.05,1.84,0.16,39.24,36.31,43.28,2.28,3.54,3.32,4.45,1.06,144.89,2.97,59.08,61.25,2024-02-18 18:00:00
19~20,14.31,51.10,5.45,29.29,0.36,0.12,15.18,2.73,1.69,88.60,6.81,22.88,58.91,1.15,1.63,0.17,37.17,34.43,120.62,2.22,3.02,3.34,4.41,0.78,143.46,3.07,58.77,60.00,2024-02-18 19:00:00
20~21,18.25,49.78,5.24,28.93,0.35,0.13,14.51,2.67,1.67,86.58,6.69,22.19,57.70,1.46,1.62,0.17,44.10,35.18,107.81,2.19,2.91,3.28,4.39,1.16,141.00,2.52,57.77,59.38,2024-02-18 20:00:00
21~22,16.07,49.25,5.58,29.15,0.35,0.14,13.95,2.84,1.70,86.67,7.07,22.58,57.02,0.94,1.54,0.16,59.21,44.82,113.54,2.12,2.89,3.00,4.39,0.78,140.64,3.31,58.55,57.80,2024-02-18 21:00:00
22~23,17.75,48.47,5.39,28.04,0.35,0.12,10.12,3.25,1.66,84.61,6.77,22.46,55.38,0.97,1.58,0.17,50.27,48.62,129.68,2.19,2.85,3.03,4.38,1.04,141.78,2.79,57.49,60.26,2024-02-18 22:00:00
23~24,22.62,49.37,5.52,28.14,0.35,0.14,8.59,2.91,1.67,81.05,4.78,21.38,54.89,0.96,1.62,0.17,54.03,36.47,140.01,2.19,2.91,3.13,4.36,0.75,144.79,3.25,58.34,62.00,2024-02-18 23:00:00
0~1,18.94,47.37,5.25,27.93,0.36,0.13,8.86,2.86,1.67,76.46,2.44,19.71,54.31,0.97,1.54,0.16,39.85,35.09,101.13,2.18,2.90,2.52,4.38,1.74,142.89,2.69,57.45,61.31,2024-02-19 00:00:00
1~2,10.19,46.63,5.70,27.34,0.35,0.13,8.59,2.94,1.66,77.19,2.35,19.82,55.02,1.06,1.54,0.17,27.65,32.66,30.26,2.22,2.97,2.94,4.38,0.79,142.90,2.97,57.84,60.94,2024-02-19 01:00:00
2~3,7.87,45.63,5.36,27.24,0.36,0.14,9.19,2.78,1.65,77.69,2.34,20.21,55.14,0.98,1.62,0.17,20.16,22.85,87.75,2.19,2.97,3.25,4.38,1.12,141.92,2.93,57.31,60.50,2024-02-19 02:00:00
3~4,7.19,47.00,5.73,26.50,0.35,0.14,9.07,2.40,1.66,77.04,2.38,19.53,55.13,0.99,1.86,0.16,18.55,16.90,88.48,2.22,3.04,3.13,4.38,0.83,140.88,2.68,57.06,60.31,2024-02-19 03:00:00
4~5,6.87,46.12,5.52,26.61,0.35,0.14,10.60,2.46,1.65,77.61,2.30,20.16,55.15,0.98,1.90,0.17,16.47,16.34,26.53,2.22,2.90,2.79,4.38,1.22,141.52,3.07,57.32,59.69,2024-02-19 04:00:00
5~6,6.19,46.73,5.50,25.80,0.35,0.03,10.79,2.40,1.71,76.76,2.35,19.77,54.64,0.95,1.92,0.17,15.93,15.88,18.60,2.19,3.03,2.96,4.38,0.91,140.68,2.65,56.60,60.25,2024-02-19 05:00:00
